reaction_energy,activation_energy,surface,ab,a,b,reference,url,dataset 
1.206524751,,Pt3Zr(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
2.236524751,,Rh3Hf(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
1.416524751,,Co3Pd(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
1.896524751,,Ru3W(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
1.066524751,,Ga3Nb(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
2.296524751,,Sc3Si(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
2.596524751,,Sc3Zn(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.846524751,,Cd3Y(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
2.656524751,,Hf3Sb(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.776524751001,,Pb3Y(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
1.786524751,,Re3Rh(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.646524751,,Sn3Y(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
2.306524751,,Hf3Al(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
1.186524751,,Pt3Hf(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.966524750999,,Tl3Sc(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
1.446524751,,Pt3Cu(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
2.466524751,,Ti3As(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.756524751,,La3In(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
1.586524751,,Cd3Zr(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
2.366524751,,Sc3Al(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.986524751,,Pd3Sb(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.666524751,,Au3Sc(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
2.696524751,,Ir3La(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
1.526524751,,Pt3Au(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.0465247509975,,Ag3Au(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
2.706524751,,Zr3Bi(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
2.446524751,,Sc3Ge(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
1.536524751,,Pt3Ag(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.00652475100026,,Au3Ag(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.736524751,,Sn3Sc(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
1.656524751,,Pt3Cd(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.856524751002,,Ag3Sc(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.556524751,,Au3Y(111),CO*,CO,*,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.0947499999982,,Pt3Y(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.313849999999,,Pt3Y(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.425249999999,,Nb3Ga(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-1.80385,,Nb3Ga(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.634750000001,,Ru3Ir(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.0861500000004,,Ru3Ir(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.855249999999,,Hf3Ga(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-2.15385,,Hf3Ga(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.255249999997,,Fe3Ti(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-1.27385,,Fe3Ti(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.364750000002,,Pt3Cr(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.0361499999993,,Pt3Cr(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.734750000001,,Pd3Bi(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.71615,,Pd3Bi(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.815249999998,,Ti3Zn(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-2.48385,,Ti3Zn(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.84525,,Al3La(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-1.27385,,Al3La(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.234750000001,,Ag3Al(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.553849999999,,Ag3Al(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.454750000002,,Pt3Mo(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.403850000001,,Pt3Mo(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.0447500000025,,In3Y(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.913850000001,,In3Y(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.154749999999,,Al3Zr(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.63385,,Al3Zr(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.414750000002,,Ni3Sc(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.67385,,Ni3Sc(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.16525,,In3La(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-1.00385,,In3La(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.025249999999,,Re3Pt(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-1.06385,,Re3Pt(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-1.12475,,Zn3Mo(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.303850000001,,Zn3Mo(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.274750000002,,Co3Ti(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.85385,,Co3Ti(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.49475,,Cu3Ga(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.366150000001,,Cu3Ga(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.464750000001,,Al3V(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.453850000001,,Al3V(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.064750000003,,Tl3Y(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-1.22385,,Tl3Y(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.775250000001,,Sc3Sn(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-2.67385,,Sc3Sn(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.815249999998,,Y3Tl(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-2.65385,,Y3Tl(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.734749999998,,Ni3Pt(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.116150000001,,Ni3Pt(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.0652500000017,,Ni3Ti(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.813849999999,,Ni3Ti(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.794749999999,,Pd3Cu(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.846150000001,,Pd3Cu(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.635249999994,,V3Ga(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-1.80385,,V3Ga(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.75525,,La3Al(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-1.98385,,La3Al(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.684750000002,,Pt3Ga(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.66615,,Pt3Ga(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.654750000001,,Rh3La(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.61385,,Rh3La(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.855250000003,,Bi3Y(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-1.14385,,Bi3Y(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.384749999999,,Fe3Pt(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.51385,,Fe3Pt(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.204749999999,,Zn3Ta(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-1.81385,,Zn3Ta(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.125249999999,,Ni3Hf(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-1.04385,,Ni3Hf(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.57525,,Cu3Sc(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-1.44385,,Cu3Sc(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.0447499999998,,Al3Ni(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.74385,,Al3Ni(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.80525,,Zr3Zn(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-2.30385,,Zr3Zn(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.894750000001,,Rh3Zn(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.41615,,Rh3Zn(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.115250000001,,Mo3Pt(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-1.18385,,Mo3Pt(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-1.87475,,Rh3Si(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.31615,,Rh3Si(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.525250000001,,Ta3Pt(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-1.82385,,Ta3Pt(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.815250000002,,La3Tl(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-2.11385,,La3Tl(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.365250000005,,Ta3Ge(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-1.91384999999,,Ta3Ge(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.355249999999,,Zn3Hf(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-1.98385,,Zn3Hf(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.254750000002,,Ru3Nb(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.563850000001,,Ru3Nb(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.804750000001,,Ru3Ga(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.136150000001,,Ru3Ga(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.714750000001,,Zn3Ir(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.023850000002,,Zn3Ir(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.10475,,Zn3Au(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.023850000002,,Zn3Au(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.134749999999,,Ir3Cr(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.00615000000045,,Ir3Cr(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.884750000003,,Rh3Ge(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.48615,,Rh3Ge(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.30525,,Zn3Ti(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-1.60385,,Zn3Ti(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.16525,,Pt3Ta(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-1.42385,,Pt3Ta(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.394750000001,,Sn3Zr(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-1.16385,,Sn3Zr(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.81525,,Al3Y(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-1.25385,,Al3Y(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.835249999998,,Sc3Ga(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-2.70385,,Sc3Ga(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.0752500000001,,Fe3V(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.99385,,Fe3V(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.194749999997,,Pd3Y(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.58385,,Pd3Y(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.124750000001,,Cu3Al(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.383849999999,,Cu3Al(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.695249999999,,Hf3Sn(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-2.09385,,Hf3Sn(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-1.02475,,Pd3Sn(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.75615,,Pd3Sn(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.545249999998,,Ti3Sb(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-2.28385,,Ti3Sb(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.775250000001,,Zr3Al(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-2.21385,,Zr3Al(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.755249999997,,Zr3Ga(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-2.23385,,Zr3Ga(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.0552499999997,,Au3Cd(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.886149999998,,Au3Cd(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.73525,,Sc3Pb(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-2.69385,,Sc3Pb(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.184750000002,,Ag3Zn(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.296150000001,,Ag3Zn(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.865250000001,,Y3Sb(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-2.52385,,Y3Sb(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.384749999999,,Cd3Pd(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.376149999999,,Cd3Pd(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.134749999999,,Rh3V(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.633849999999,,Rh3V(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.71525,,Zr3Au(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-2.31385,,Zr3Au(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.134749999999,,Ir3V(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.343850000002,,Ir3V(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.24475,,Co3Zr(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-1.74385,,Co3Zr(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.914750000002,,Ni3Al(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.19385,,Ni3Al(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.404750000003,,Pt3W(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-1.33385,,Pt3W(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.82525,,Y3Pb(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-2.57385,,Y3Pb(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.405250000002,,Pd3Zr(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-1.11385,,Pd3Zr(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.205249999997,,Cd3Au(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.296150000001,,Cd3Au(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.454750000002,,Pt3Bi(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.626149999999,,Pt3Bi(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.625249999999,,Zr3Sn(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-2.14385,,Zr3Sn(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.57525,,Ti3Pb(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-2.24385,,Ti3Pb(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.884749999999,,Pd3Au(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.996149999998,,Pd3Au(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.26475,,Cd3Pt(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.246149999998,,Cd3Pt(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.144750000001,,Ir3Ti(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.60385,,Ir3Ti(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.0547500000009,,Re3Ir(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.823849999999,,Re3Ir(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.904749999999,,Co3Ge(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.536149999999,,Co3Ge(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.49475,,Ir3Y(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.473849999999,,Ir3Y(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.454750000001,,Pt3Al(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.0761500000002,,Pt3Al(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.69475,,Ir3Ga(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.516149999999,,Ir3Ga(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.144750000001,,Zn3Nb(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-1.48385,,Zn3Nb(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.544749999999,,Ir3Al(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.00384999999977,,Ir3Al(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.344749999998,,Co3V(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.553850000001,,Co3V(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.525249999997,,Zr3Sb(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-2.25385,,Zr3Sb(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.60475,,Cu3Pd(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.206150000001,,Cu3Pd(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
-0.42475,,Cu3Au(111),CHO*,CO*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
0.346150000001,,Cu3Au(111),H2O,OH*,hfH2,In Preparation,inprep,"SUNCAT alloys, DACAPO/RPBE"
