reaction_energy,activation_energy,surface,ab,a,b,reference,url,dataset 
0.21,0,Cu(111),O2*,O2,*,"Angew. Chem. Int. Ed., 47, 4835 (2008)",http://onlinelibrary.wiley.com/doi/10.1002/anie.200801479/abstract,"DACAPO, RPBE @ CAMD/SUNCAT"
0.44,0,Pd(111),O2*,O2,*,"Angew. Chem. Int. Ed., 47, 4835 (2008)",http://onlinelibrary.wiley.com/doi/10.1002/anie.200801479/abstract,"DACAPO, RPBE @ CAMD/SUNCAT"
0.97,0,Ni(111),O2*,O2,*,"Angew. Chem. Int. Ed., 47, 4835 (2008)",http://onlinelibrary.wiley.com/doi/10.1002/anie.200801479/abstract,"DACAPO, RPBE @ CAMD/SUNCAT"
1.1,0,Rh(111),O2*,O2,*,"Angew. Chem. Int. Ed., 47, 4835 (2008)",http://onlinelibrary.wiley.com/doi/10.1002/anie.200801479/abstract,"DACAPO, RPBE @ CAMD/SUNCAT"
1.58,0,Ru(111),O2*,O2,*,"Angew. Chem. Int. Ed., 47, 4835 (2008)",http://onlinelibrary.wiley.com/doi/10.1002/anie.200801479/abstract,"DACAPO, RPBE @ CAMD/SUNCAT"
0.684,0,Pt(211),CH2CH2*,CH2CH2,*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
0.045,0,Au(111),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
-0.084,0,Au(211),CH2CH2*,CH2CH2,*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
0.055,0,Ag(110),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
0.105,0,Au(110),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
0.155,0,Ag(311),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
0.165,0,Ag(211),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
0.225,0,Ag(532),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
0.255,0,Au(311),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
1.995,0,Ni(111),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
2.015,0,Rh(111),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
2.025,0,Co(110),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
2.265,0,Rh(110),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
2.365,0,Rh(311),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
0.11,0,Cu(111),NH3*,NH3,*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
0.07,0,Cd(111),NH3*,NH3,*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
2.395,0,Rh(211),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
0.17,0,Cd(211),NH3*,NH3,*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
2.445,0,Ru(110),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
2.455,0,Ru(111),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
2.465,0,Rh(532),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
2.585,0,Ru(311),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
2.585,0,Ru(211),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
3.235,0,Re(211),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
2.795,0,Re(532),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
2.655,0,Ru(532),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
0.08,0,Ag(111),NH3*,NH3,*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
2.035,0,Pt(311),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
2.095,0,Co(311),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
2.125,0,Ni(110),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
2.155,0,Co(211),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
0,0,Co(0001),CH3CH3*,CH3CH3,*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
2.205,0,Ni(311),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
2.375,0,Re(111),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
2.745,0,Re(110),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
2.235,0,Ni(211),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
2.225,0,Ni(532),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
2.205,0,Co(532),NO*,NO,*,Falsig et al (2012),none,"DACAPO, RPBE @ CAMD/SUNCAT"
0.07,0,Au(111),NH3*,NH3,*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
0.25,0,Ni(111),NH3*,NH3,*,"Phys. Chem. Chem. Phys., 13, 20760, (2011)",http://pubs.rsc.org/en/content/articlelanding/2011/cp/c1cp20547a,"DACAPO, RPBE @ CAMD/SUNCAT"
0.00692,0.00692,InRu(211) AA,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.01092,0.01092,VRu3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.01754,0.01754,ReRu3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.02315,0.02315,GeIr3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.02475,0.02475,NbRh3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.02587,0.02587,GaCo3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.03274,0.03274,TiZn3(211) AB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.0345,0.0345,CoRh3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.03666,0.03666,RhCu3(211) AB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.0474,0.0474,GeCo3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.05594,0.05594,FeRh3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.06202,0.06202,NbZn3(211) AB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.07569,0.07569,AuAu3(211) AB,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.07923,0.07923,ReRu3(211) AB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.07939,0.07939,ReRh3(211) AB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.08992,0.08992,TiRh3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.0967,0.0967,CuNi3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.11137,0.11137,IrNi3(211) AB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.1255,0.1255,PdAu3(211) BB,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.12851,0.12851,OsRh3(211) AB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.13481,0.13481,GeRh3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.14606,0.14606,SbIr3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.15859,0.15859,IrRe3(211) AB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.17111,0.17111,AgAu3(211) BB,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.1712,0.1712,RhPd3(211) AB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.17267,0.17267,RhRe3(211) AB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.17404,0.17404,SbRh3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.17998,0.17998,PtRh3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.18754,0.18754,AuNi3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.22554,0.22554,AgAu3(211) AB,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.22671,0.22671,AlNi3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.22764,0.22764,GaNi3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.26139,0.26139,TiRu3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.2626,0.2626,GaIr3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.26625,0.26625,CoRh3(211) AB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.27166,0.27166,ZnRu(211) AA,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.27573,0.27573,PdAu3(211) AB,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.2763,0.2763,TiNi3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.28086,0.28086,LaLa3(211) AB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.28656,0.28656,ZnNi3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.29047,0.29047,RuRe3(211) AB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.29174,0.29174,GaRh3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.29885,0.29885,PtAu3(211) BB,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.31702,0.31702,RhAg3(211) AB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.33942,0.33942,CuRh3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.36066,0.36066,AgNi3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.36758,0.36758,ZnRh(211) AA,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.37716,0.37716,LaRh3(211) AB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.38483,0.38483,ZnRh3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.397,0.397,BiRh3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.40371,0.40371,SnNi3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.42,0.42,Ru(0001),NH3*,NH3,*,"J. Catal. 220, 273-279, (2003)",http://www.sciencedirect.com/science/article/pii/S0021951703001568,"DACAPO, RPBE @ CAMD/SUNCAT"
0.42912,0.42912,CuAu3(211) BB,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.43089,0.43089,ZrRh3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.45348,0.45348,AuAg3(211) AB,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.4537,0.4537,PdRh3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.45558,0.45558,GaPt3(211) AB,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.45963,0.45963,HfRh3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.45976,0.45976,SnIr3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.46456,0.46456,SbRu3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.49795,0.49795,AlRu(211) AA,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.50749,0.50749,NbRu3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.5084,0.5084,ScRu3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.51132,0.51132,SnRh3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.51218,0.51218,CoRe3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.51646,0.51646,MoMo3(211) AB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.52778,0.52778,TaRu3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.53199,0.53199,PtRe3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.53282,0.53282,HgPd(211) BB,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.53337,0.53337,RhRe3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.5551,0.5551,IrRe3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.59051,0.59051,InNi3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.59372,0.59372,CdAu3(211) BB,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.61238,0.61238,HgPd(211) AA,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.61671,0.61671,PdAg3(211) BB,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.61816,0.61816,OsRe3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.62244,0.62244,RuRe3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.62574,0.62574,ZnIr(211) AA,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.63364,0.63364,ScRh3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.64336,0.64336,TlPd3(211) AB,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.66051,0.66051,CoRe3(211) AB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.66258,0.66258,PdAg3(211) AB,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.66505,0.66505,CdRh(211) AA,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.68913,0.68913,HgAg3(211) AB,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.71382,0.71382,AuAg3(211) BB,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.71388,0.71388,YY3(211) AB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.71818,0.71818,BiPd3(211) BB,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.7212,0.7212,HfRu3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.72793,0.72793,InPd3(211) BB,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.72853,0.72853,InRh3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.73281,0.73281,PbPd3(211) AB,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.73471,0.73471,HgPt3(211) AB,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.73533,0.73533,ZrRu3(211) BB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.75462,0.75462,TlPt3(211) AB,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.75646,0.75646,BiAu3(211) BB,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.75654,0.75654,CuAu3(211) AB,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.76506,0.76506,ReRe3(211) AB,C*,C (graphene),*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.77697,0.77697,HgAg3(211) BB,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.79983,0.79983,AgAg3(211) AB,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.80432,0.80432,HgPd3(211) AB,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.80752,0.80752,PtAg3(211) BB,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.81439,0.81439,HgPd3(211) BB,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.82022,0.82022,PtAu3(211) AB,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
0.83514,0.83514,PbPt3(211) AB,O*,hfO2,*,J. Catal. 293 (2012) 51-60,http://dx.doi.org/10.1016/j.jcat.2012.06.004,"SUNCAT alloys, DACAPO/RPBE"
